CUSTOMERNAME,CUSTOMER_ID,CONTACTFIRSTNAME,CONTACTLASTNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY
Gift Ideas Corp.,3250,Dan,Lewis,2035554407,2440 Pompton St.,Glendale,97561,USA
Souveniers And Things Co.,3251,Adrian,Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia
La Rochelle Gifts,3252,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
FunGiftIdeas.com,3253,Violeta,Benitez,5085552555,1785 First Street,New Bedford,50553,USA
Reims Collectables,3254,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
Tekni Collectables Inc.,3255,William,Brown,2015559350,7476 Moss Rd.,Newark,94019,USA
L'ordine Souveniers,3256,Maurizio,Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy
Cruz & Sons Co.,3257,Arnold,Cruz,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines
Reims Collectables,3258,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
Mini Gifts Distributors Ltd.,3259,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Toys4GrownUps.com,3260,Julie,Young,6265557265,78934 Hillside Dr.,Pasadena,90003,USA
"Anna's Decorations, Ltd",3261,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
Daedalus Designs Imports,3262,Martine,Rance,20.16.1555,"184, chausse de Tournai",Lille,59000,France
Euro Shopping Channel,3263,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Auto Canal Petit,3264,Dominique,Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France
Daedalus Designs Imports,3265,Martine,Rance,20.16.1555,"184, chausse de Tournai",Lille,59000,France
Vitachrome Inc.,3266,Michael,Frick,2125551500,2678 Kingston Rd.,NYC,10022,USA
Auto Canal Petit,3267,Dominique,Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France
Gifts4AllAges.com,3268,Juri,Yoshido,6175559555,8616 Spinnaker Dr.,Boston,51003,USA
Online Mini Collectables,3269,Miguel,Barajas,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA
Marta's Replicas Co.,3270,Marta,Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA
"Toys of Finland, Co.",3271,Matti,Karttunen,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland
Baane Mini Imports,3272,Jonas,Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway
Microscale Inc.,3273,Kee,Kuo,2125551957,5290 North Pendale Street,NYC,10022,USA
Motor Mint Distributors Inc.,3274,Rosa,Hernandez,2155559857,11328 Douglas Av.,Philadelphia,71270,USA
Salzburg Collectables,3275,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Euro Shopping Channel,3276,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Mini Creations Ltd.,3277,Wing C,Tam,5085559555,4575 Hillside Dr.,New Bedford,50553,USA
La Rochelle Gifts,3278,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
Mini Gifts Distributors Ltd.,3279,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
"UK Collectables, Ltd.",3280,Elizabeth,Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK
Rovelli Gifts,3281,Giovanni,Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy
"Australian Collectors, Co.",3282,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
Euro Shopping Channel,3283,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Mini Creations Ltd.,3284,Wing C,Tam,5085559555,4575 Hillside Dr.,New Bedford,50553,USA
Euro Shopping Channel,3285,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Technics Stores Inc.,3286,Juri,Hirano,6505556809,9408 Furth Circle,Burlingame,94217,USA
West Coast Collectables Co.,3287,Steve,Thompson,3105553722,3675 Furth Circle,Burbank,94019,USA
Osaka Souveniers Co.,3288,Mory,Kentary,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan
"Australian Collectors, Co.",3289,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
"Royal Canadian Collectables, Ltd.",3290,Elizabeth,Lincoln,(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada
The Sharp Gifts Warehouse,3291,Sue,Frick,4085553659,3086 Ingle Ln.,San Jose,94217,USA
Euro Shopping Channel,3292,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
La Rochelle Gifts,3293,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
"Norway Gifts By Mail, Co.",3294,Jan,Klaeboe,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway
"Bavarian Collectables Imports, Co.",3295,Michael,Donnermeyer,+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany
Mini Classics,3296,Steve,Frick,9145554562,3758 North Pendale Street,White Plains,24067,USA
giftsbymail.co.uk,3297,Helen,Bennett,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK
Rovelli Gifts,3298,Giovanni,Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy
Enaco Distributors,3299,Eduardo,Saavedra,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain
Gift Ideas Corp.,3300,Dan,Lewis,2035554407,2440 Pompton St.,Glendale,97561,USA
Souveniers And Things Co.,3301,Adrian,Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia
La Rochelle Gifts,3302,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
FunGiftIdeas.com,3303,Violeta,Benitez,5085552555,1785 First Street,New Bedford,50553,USA
Reims Collectables,3304,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
Tekni Collectables Inc.,3305,William,Brown,2015559350,7476 Moss Rd.,Newark,94019,USA
L'ordine Souveniers,3306,Maurizio,Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy
Euro Shopping Channel,3307,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Classic Legends Inc.,3308,Maria,Hernandez,2125558493,5905 Pompton St.,NYC,10022,USA
Muscle Machine Inc,3309,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Suominen Souveniers,3310,Kalle,Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland
"Oulu Toy Supplies, Inc.",3311,Pirkko,Koskitalo,981-443655,Torikatu 38,Oulu,90110,Finland
"Dragon Souveniers, Ltd.",3312,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
L'ordine Souveniers,3313,Maurizio,Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy
"Iberia Gift Imports, Corp.",3314,Jose Pedro,Roel,(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain
Mini Classics,3315,Steve,Frick,9145554562,3758 North Pendale Street,White Plains,24067,USA
Diecast Collectables,3316,Valarie,Franco,6175552555,6251 Ingle Ln.,Boston,51003,USA
"Clover Collections, Co.",3317,Dean,Cassidy,+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland
"Blauer See Auto, Co.",3318,Roland,Keitel,+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany
Euro Shopping Channel,3319,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Handji Gifts& Co,3320,Wendy,Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore
Mini Gifts Distributors Ltd.,3321,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Mini Gifts Distributors Ltd.,3322,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Land of Toys Inc.,3323,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
Marta's Replicas Co.,3324,Marta,Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA
Heintze Collectables,3325,Palle,Ibsen,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark
Baane Mini Imports,3326,Jonas,Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway
"La Corne D'abondance, Co.",3327,Marie,Bertrand,(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France
Euro Shopping Channel,3328,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Reims Collectables,3329,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
Mini Gifts Distributors Ltd.,3330,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,3331,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Lyon Souveniers,3332,Daniel,Da Cunha,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France
Euro Shopping Channel,3333,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
La Rochelle Gifts,3334,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
Euro Shopping Channel,3335,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Dragon Souveniers, Ltd.",3336,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
Muscle Machine Inc,3337,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Mini Gifts Distributors Ltd.,3338,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,3339,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Dragon Souveniers, Ltd.",3340,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
L'ordine Souveniers,3341,Maurizio,Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy
Mini Creations Ltd.,3342,Wing C,Tam,5085559555,4575 Hillside Dr.,New Bedford,50553,USA
Super Scale Inc.,3343,Leslie,Murphy,2035559545,567 North Pendale Street,New Haven,97823,USA
"Saveley & Henriot, Co.",3344,Mary,Saveley,78.32.5555,"2, rue du Commerce",Lyon,69004,France
"Clover Collections, Co.",3345,Dean,Cassidy,+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland
"Blauer See Auto, Co.",3346,Roland,Keitel,+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany
Suominen Souveniers,3347,Kalle,Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland
Diecast Classics Inc.,3348,Kyung,Yu,2155551555,7586 Pompton St.,Allentown,70267,USA
Mini Gifts Distributors Ltd.,3349,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Land of Toys Inc.,3350,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
"AV Stores, Co.",3351,Victoria,Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK
Heintze Collectables,3352,Palle,Ibsen,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark
Baane Mini Imports,3353,Jonas,Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway
Classic Legends Inc.,3354,Maria,Hernandez,2125558493,5905 Pompton St.,NYC,10022,USA
Euro Shopping Channel,3355,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Reims Collectables,3356,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
"Tokyo Collectables, Ltd",3357,Akiko,Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan
Euro Shopping Channel,3358,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Lyon Souveniers,3359,Daniel,Da Cunha,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France
Gift Depot Inc.,3360,Julie,King,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA
Cruz & Sons Co.,3361,Arnold,Cruz,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines
Reims Collectables,3362,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
Mini Gifts Distributors Ltd.,3363,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Toys4GrownUps.com,3364,Julie,Young,6265557265,78934 Hillside Dr.,Pasadena,90003,USA
"Anna's Decorations, Ltd",3365,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
Daedalus Designs Imports,3366,Martine,Rance,20.16.1555,"184, chausse de Tournai",Lille,59000,France
Euro Shopping Channel,3367,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Auto Canal Petit,3368,Dominique,Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France
Daedalus Designs Imports,3369,Martine,Rance,20.16.1555,"184, chausse de Tournai",Lille,59000,France
Vitachrome Inc.,3370,Michael,Frick,2125551500,2678 Kingston Rd.,NYC,10022,USA
Auto Canal Petit,3371,Dominique,Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France
Gifts4AllAges.com,3372,Juri,Yoshido,6175559555,8616 Spinnaker Dr.,Boston,51003,USA
Online Mini Collectables,3373,Miguel,Barajas,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA
Marta's Replicas Co.,3374,Marta,Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA
"Toys of Finland, Co.",3375,Matti,Karttunen,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland
Baane Mini Imports,3376,Jonas,Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway
Microscale Inc.,3377,Kee,Kuo,2125551957,5290 North Pendale Street,NYC,10022,USA
Motor Mint Distributors Inc.,3378,Rosa,Hernandez,2155559857,11328 Douglas Av.,Philadelphia,71270,USA
Salzburg Collectables,3379,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Lyon Souveniers,3380,Daniel,Da Cunha,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France
Mini Creations Ltd.,3381,Wing C,Tam,5085559555,4575 Hillside Dr.,New Bedford,50553,USA
La Rochelle Gifts,3382,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
Mini Gifts Distributors Ltd.,3383,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
"UK Collectables, Ltd.",3384,Elizabeth,Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK
Danish Wholesale Imports,3385,Jytte,Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark
Salzburg Collectables,3386,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
"Stylish Desk Decors, Co.",3387,Ann,Brown,(171) 555-0297,35 King George,London,WX3 6FW,UK
Mini Gifts Distributors Ltd.,3388,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,3389,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Scandinavian Gift Ideas,3390,Maria,Larsson,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden
CAF Imports,3391,Jesus,Fernandez,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain
Mini Creations Ltd.,3392,Wing C,Tam,5085559555,4575 Hillside Dr.,New Bedford,50553,USA
Enaco Distributors,3393,Eduardo,Saavedra,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain
"Saveley & Henriot, Co.",3394,Mary,Saveley,78.32.5555,"2, rue du Commerce",Lyon,69004,France
Collectable Mini Designs Co.,3395,Valarie,Thompson,7605558146,361 Furth Circle,San Diego,91217,USA
Tekni Collectables Inc.,3396,William,Brown,2015559350,7476 Moss Rd.,Newark,94019,USA
Land of Toys Inc.,3397,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
Quebec Home Shopping Network,3398,Jean,Fresnisre,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada
Petit Auto,3399,Catherine,Dewey,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium
"Royal Canadian Collectables, Ltd.",3400,Elizabeth,Lincoln,(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada
Gifts4AllAges.com,3401,Juri,Yoshido,6175559555,8616 Spinnaker Dr.,Boston,51003,USA
"AV Stores, Co.",3402,Victoria,Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK
La Rochelle Gifts,3403,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
"Volvo Model Replicas, Co",3404,Christina,Berglund,0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden
"Tokyo Collectables, Ltd",3405,Akiko,Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan
Euro Shopping Channel,3406,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Oulu Toy Supplies, Inc.",3407,Pirkko,Koskitalo,981-443655,Torikatu 38,Oulu,90110,Finland
Mini Gifts Distributors Ltd.,3408,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Mini Gifts Distributors Ltd.,3409,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Gifts4AllAges.com,3410,Juri,Yoshido,6175559555,8616 Spinnaker Dr.,Boston,51003,USA
Rovelli Gifts,3411,Giovanni,Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy
"Australian Collectors, Co.",3412,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
Euro Shopping Channel,3413,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Mini Creations Ltd.,3414,Wing C,Tam,5085559555,4575 Hillside Dr.,New Bedford,50553,USA
Euro Shopping Channel,3415,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Technics Stores Inc.,3416,Juri,Hirano,6505556809,9408 Furth Circle,Burlingame,94217,USA
West Coast Collectables Co.,3417,Steve,Thompson,3105553722,3675 Furth Circle,Burbank,94019,USA
Osaka Souveniers Co.,3418,Mory,Kentary,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan
"Australian Collectors, Co.",3419,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
"Royal Canadian Collectables, Ltd.",3420,Elizabeth,Lincoln,(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada
The Sharp Gifts Warehouse,3421,Sue,Frick,4085553659,3086 Ingle Ln.,San Jose,94217,USA
Euro Shopping Channel,3422,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
La Rochelle Gifts,3423,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
"Norway Gifts By Mail, Co.",3424,Jan,Klaeboe,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway
"Bavarian Collectables Imports, Co.",3425,Michael,Donnermeyer,+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany
Mini Classics,3426,Steve,Frick,9145554562,3758 North Pendale Street,White Plains,24067,USA
giftsbymail.co.uk,3427,Helen,Bennett,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK
Rovelli Gifts,3428,Giovanni,Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy
Enaco Distributors,3429,Eduardo,Saavedra,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain
Gift Ideas Corp.,3430,Dan,Lewis,2035554407,2440 Pompton St.,Glendale,97561,USA
Souveniers And Things Co.,3431,Adrian,Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia
La Rochelle Gifts,3432,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
FunGiftIdeas.com,3433,Violeta,Benitez,5085552555,1785 First Street,New Bedford,50553,USA
Reims Collectables,3434,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
Tekni Collectables Inc.,3435,William,Brown,2015559350,7476 Moss Rd.,Newark,94019,USA
L'ordine Souveniers,3436,Maurizio,Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy
Danish Wholesale Imports,3437,Jytte,Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark
"Dragon Souveniers, Ltd.",3438,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
Euro Shopping Channel,3439,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Mini Gifts Distributors Ltd.,3440,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,3441,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
FunGiftIdeas.com,3442,Violeta,Benitez,5085552555,1785 First Street,New Bedford,50553,USA
CAF Imports,3443,Jesus,Fernandez,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain
Mini Creations Ltd.,3444,Wing C,Tam,5085559555,4575 Hillside Dr.,New Bedford,50553,USA
Super Scale Inc.,3445,Leslie,Murphy,2035559545,567 North Pendale Street,New Haven,97823,USA
"Saveley & Henriot, Co.",3446,Mary,Saveley,78.32.5555,"2, rue du Commerce",Lyon,69004,France
Petit Auto,3447,Catherine,Dewey,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium
giftsbymail.co.uk,3448,Helen,Bennett,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK
Land of Toys Inc.,3449,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
Petit Auto,3450,Catherine,Dewey,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium
Mini Gifts Distributors Ltd.,3451,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Amica Models & Co.,3452,Paolo,Accorti,011-4988555,Via Monte Bianco 34,Torino,10100,Italy
"AV Stores, Co.",3453,Victoria,Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK
Heintze Collectables,3454,Palle,Ibsen,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark
Danish Wholesale Imports,3455,Jytte,Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark
Classic Legends Inc.,3456,Maria,Hernandez,2125558493,5905 Pompton St.,NYC,10022,USA
Euro Shopping Channel,3457,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Tokyo Collectables, Ltd",3458,Akiko,Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan
Alpha Cognac,3459,Annette,Roulet,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France
Gifts4AllAges.com,3460,Juri,Yoshido,6175559555,8616 Spinnaker Dr.,Boston,51003,USA
Rovelli Gifts,3461,Giovanni,Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy
Salzburg Collectables,3462,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Gift Ideas Corp.,3463,Dan,Lewis,2035554407,2440 Pompton St.,Glendale,97561,USA
Mini Creations Ltd.,3464,Wing C,Tam,5085559555,4575 Hillside Dr.,New Bedford,50553,USA
"Toys of Finland, Co.",3465,Matti,Karttunen,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland
Scandinavian Gift Ideas,3466,Maria,Larsson,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden
Alpha Cognac,3467,Annette,Roulet,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France
"Double Decker Gift Stores, Ltd",3468,Thomas,Hardy,(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK
Enaco Distributors,3469,Eduardo,Saavedra,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain
Collectable Mini Designs Co.,3470,Valarie,Thompson,7605558146,361 Furth Circle,San Diego,91217,USA
Cambridge Collectables Co.,3471,Kyung,Tseng,6175555555,4658 Baden Av.,Cambridge,51247,USA
Euro Shopping Channel,3472,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
